Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Atten	Rotation	Offered-1m	Rx-Bps	Rx-Bps-1m	Rx-Bps-LL	Rx-Bps-3s	RSSI	Tx-Failed	Tx-Failed%	Tx-Rate	Rx-Rate	Rpt-Mode	Rpt-Mode-Brief
36	5180	WPA2	4	AUTO	80	512	UDP	DUT-RX	NA	NA	498.155 Mbps	494.46 Mbps	498.013 Mbps	542.516 Mbps	494.231 Mbps	-49	0 / 1983159	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	512	TCP	DUT-TX	NA	NA	377.278 Mbps	373.106 Mbps	376.197 Mbps	422.212 Mbps	381.002 Mbps	-53	0 / 1583655	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	512	TCP	DUT-RX	NA	NA	467.971 Mbps	456.57 Mbps	457.004 Mbps	512.698 Mbps	457.893 Mbps	-53	0 / 1937151	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	1024	UDP	DUT-TX	NA	NA	1.475 Gbps	1.063 Gbps	1.065 Gbps	1.11 Gbps	1.068 Gbps	-53	0 / 2905879	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	1024	UDP	DUT-RX	NA	NA	1.063 Gbps	1.061 Gbps	1.062 Gbps	1.108 Gbps	1.117 Gbps	-49	0 / 2038037	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	1024	TCP	DUT-TX	NA	NA	459.257 Mbps	457.347 Mbps	457.725 Mbps	483.507 Mbps	493.772 Mbps	-53	0 / 904952	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	1024	TCP	DUT-RX	NA	NA	999.9 Mbps	990.545 Mbps	991.553 Mbps	1.048 Gbps	1.007 Gbps	-53	0 / 1954686	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	MTU	UDP	DUT-TX	NA	NA	1.475 Gbps	1.091 Gbps	1.092 Gbps	1.124 Gbps	1.087 Gbps	-53	0 / 1877815	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	MTU	UDP	DUT-RX	NA	NA	1.386 Gbps	1.383 Gbps	1.386 Gbps	1.426 Gbps	1.385 Gbps	-49	0 / 1774125	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	MTU	TCP	DUT-TX	NA	NA	503.932 Mbps	501.253 Mbps	502.904 Mbps	525.277 Mbps	507.912 Mbps	-53	0 / 766031	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	MTU	TCP	DUT-RX	NA	NA	1.264 Gbps	1.251 Gbps	1.254 Gbps	1.31 Gbps	1.254 Gbps	-54	0 / 1919650	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	4000	UDP	DUT-TX	NA	NA	1.471 Gbps	12.647 Mbps	12.676 Mbps	13.079 Mbps	0 bps	-54	0 / 5927950	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	4000	UDP	DUT-RX	NA	NA	1.293 Gbps	149.428 Mbps	149.607 Mbps	154.37 Mbps	675.234 Mbps	-49	0 / 1971666	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	4000	TCP	DUT-TX	NA	NA	500.724 Mbps	499.376 Mbps	500.092 Mbps	522.525 Mbps	509.17 Mbps	-54	0 / 763410	0	1560 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	80	4000	TCP	DUT-RX	NA	NA	1.263 Gbps	1.246 Gbps	1.246 Gbps	1.302 Gbps	1.249 Gbps	-54	0 / 1899628	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
