Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Atten	Rotation	Offered-1m	Rx-Bps	Rx-Bps-1m	Rx-Bps-LL	Rx-Bps-3s	RSSI	Tx-Failed	Tx-Failed%	Tx-Rate	Rx-Rate	Rpt-Mode	Rpt-Mode-Brief
36	5180	WPA2	4	AUTO	160	512	UDP	DUT-TX	NA	NA	2.281 Gbps	1.006 Gbps	1.01 Gbps	1.101 Gbps	1.004 Gbps	-53	0 / 9321088	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	512	UDP	DUT-RX	NA	NA	497.1 Mbps	494.858 Mbps	497.054 Mbps	541.471 Mbps	494.462 Mbps	-48	0 / 2113309	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	512	TCP	DUT-TX	NA	NA	372.922 Mbps	371.283 Mbps	373.012 Mbps	418.506 Mbps	365.089 Mbps	-53	0 / 1624293	0	1560 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	512	TCP	DUT-RX	NA	NA	467.592 Mbps	456.558 Mbps	459.175 Mbps	515.187 Mbps	457.651 Mbps	-53	0 / 1935532	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	1024	UDP	DUT-TX	NA	NA	2.961 Gbps	1.064 Gbps	1.07 Gbps	1.115 Gbps	1.075 Gbps	-54	0 / 6641517	0	1560 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	1024	UDP	DUT-RX	NA	NA	1.105 Gbps	1.096 Gbps	1.103 Gbps	1.15 Gbps	1.118 Gbps	-49	0 / 2107398	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	1024	TCP	DUT-TX	NA	NA	486.696 Mbps	482.104 Mbps	484.778 Mbps	512.71 Mbps	467.973 Mbps	-53	0 / 930007	0	1560 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	1024	TCP	DUT-RX	NA	NA	984.914 Mbps	976.634 Mbps	982.711 Mbps	1.039 Gbps	953.098 Mbps	-54	0 / 1921751	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	MTU	UDP	DUT-TX	NA	NA	2.961 Gbps	1.087 Gbps	1.093 Gbps	1.124 Gbps	1.092 Gbps	-54	0 / 3935251	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	MTU	UDP	DUT-RX	NA	NA	1.356 Gbps	1.347 Gbps	1.356 Gbps	1.394 Gbps	1.277 Gbps	-49	0 / 1725360	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	MTU	TCP	DUT-TX	NA	NA	516.776 Mbps	513.189 Mbps	516.053 Mbps	539.003 Mbps	512.592 Mbps	-53	0 / 755770	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	MTU	TCP	DUT-RX	NA	NA	1.261 Gbps	1.238 Gbps	1.247 Gbps	1.302 Gbps	1.251 Gbps	-53	0 / 2142770	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	4000	UDP	DUT-TX	NA	NA	2.939 Gbps	1.07 Mbps	1.073 Mbps	1.107 Mbps	0 bps	-54	0 / 11860456	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	4000	UDP	DUT-RX	NA	NA	1.274 Gbps	139.363 Mbps	140.01 Mbps	144.467 Mbps	639.862 Mbps	-49	0 / 1812106	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	4000	TCP	DUT-TX	NA	NA	511.192 Mbps	507.174 Mbps	509.945 Mbps	532.82 Mbps	493.96 Mbps	-53	0 / 776186	0	1560 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	4000	TCP	DUT-RX	NA	NA	1.258 Gbps	1.232 Gbps	1.24 Gbps	1.296 Gbps	1.245 Gbps	-54	0 / 1880118	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
