Channel,Frequency,Security,NSS,Cfg-Mode,Bandwidth,Pkt,Traffic-Type,Direction,Atten,Rotation,Offered-1m,Rx-Bps,Rx-Bps-1m,Rx-Bps-LL,Rx-Bps-3s,RSSI,Tx-Failed,Tx-Failed%,Tx-Rate,Rx-Rate,Rpt-Mode,Rpt-Mode-Brief
36,5180,WPA2,4,AUTO,160,512,UDP,DUT-TX,NA,NA,2.115 Gbps,1.004 Gbps,1.005 Gbps,1.094 Gbps,993.565 Mbps,-53,0 / 8768523,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,512,UDP,DUT-RX,NA,NA,494.808 Mbps,493.117 Mbps,493.973 Mbps,538.115 Mbps,494.094 Mbps,-48,0 / 2242465,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,512,TCP,DUT-TX,NA,NA,369.569 Mbps,368.556 Mbps,368.845 Mbps,413.964 Mbps,371.402 Mbps,-53,0 / 1783185,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,512,TCP,DUT-RX,NA,NA,464.724 Mbps,456.694 Mbps,457.067 Mbps,510.184 Mbps,460.023 Mbps,-54,0 / 1933969,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,1024,UDP,DUT-TX,NA,NA,2.949 Gbps,1.068 Gbps,1.069 Gbps,1.114 Gbps,1.081 Gbps,-54,0 / 5882126,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,1024,UDP,DUT-RX,NA,NA,1.077 Gbps,1.075 Gbps,1.077 Gbps,1.123 Gbps,1.111 Gbps,-49,0 / 2180903,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,1024,TCP,DUT-TX,NA,NA,487.102 Mbps,482.993 Mbps,486.962 Mbps,515.026 Mbps,499.341 Mbps,-53,0 / 967904,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,1024,TCP,DUT-RX,NA,NA,982.799 Mbps,974.47 Mbps,974.876 Mbps,1.031 Gbps,992.505 Mbps,-54,0 / 1920428,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,MTU,UDP,DUT-TX,NA,NA,2.97 Gbps,1.103 Gbps,1.112 Gbps,1.143 Gbps,1.1 Gbps,-54,0 / 4289737,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,MTU,UDP,DUT-RX,NA,NA,1.386 Gbps,1.385 Gbps,1.386 Gbps,1.426 Gbps,1.386 Gbps,-49,0 / 1888056,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,MTU,TCP,DUT-TX,NA,NA,511.121 Mbps,509.737 Mbps,510.214 Mbps,532.9 Mbps,513.413 Mbps,-54,0 / 783125,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,MTU,TCP,DUT-RX,NA,NA,1.249 Gbps,1.234 Gbps,1.237 Gbps,1.292 Gbps,1.23 Gbps,-54,0 / 2130240,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,4000,UDP,DUT-TX,NA,NA,2.959 Gbps,781.047 Kbps,787.24 Kbps,812.301 Kbps,0 bps,-53,0 / 11879208,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,4000,UDP,DUT-RX,NA,NA,1.355 Gbps,95.32 Mbps,95.37 Mbps,98.407 Mbps,479.396 Mbps,-49,0 / 1935583,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,4000,TCP,DUT-TX,NA,NA,520.152 Mbps,518.594 Mbps,518.81 Mbps,542.094 Mbps,536.148 Mbps,-53,0 / 796006,0,1733.3 Mbps,1.3 Gbps,802.11an-AC,802.11ac
36,5180,WPA2,4,AUTO,160,4000,TCP,DUT-RX,NA,NA,1.239 Gbps,1.229 Gbps,1.231 Gbps,1.286 Gbps,1.182 Gbps,-54,0 / 1873566,0,1300 Mbps,1.3 Gbps,802.11an-AC,802.11ac
