Channel,Frequency,Security,NSS,Cfg-Mode,Bandwidth,Pkt,Traffic-Type,Direction,Atten,Rotation,Duration,Offered-1m,Rx-Bps,Rx-Bps-1m,Rx-Bps-LL,Rx-Bps-3s,RSSI,Tx-Failed,Tx-Failed%,Tx-Rate,Rx-Rate,Rpt-Mode,Rpt-Mode-Brief
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,50.0,NA,60,9.214 Mbps,7.028 Mbps,7.028 Mbps,7.229 Mbps,7.018 Mbps,-77,0 / 47061,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,55.0,NA,60,9.212 Mbps,7.018 Mbps,7.018 Mbps,7.219 Mbps,6.985 Mbps,-79,0 / 47578,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,60.0,NA,60,9.212 Mbps,6.61 Mbps,6.611 Mbps,6.8 Mbps,6.548 Mbps,-79,0 / 47836,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,65.0,NA,60,9.216 Mbps,2.213 Mbps,2.215 Mbps,2.278 Mbps,2.537 Mbps,-79,0 / 48780,0,11 Mbps,5.5 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,70.0,NA,60,9.218 Mbps,353.537 Kbps,354.6 Kbps,364.717 Kbps,328.317 Kbps,-80,0 / 48448,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,75.0,NA,60,9.211 Mbps,166.977 Kbps,165.889 Kbps,170.622 Kbps,0 bps,-84,0 / 47073,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,80.0,NA,60,2.263 Mbps,29.201 Kbps,27.779 Kbps,28.571 Kbps,0 bps,-83,0 / 11757,0,1 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,85.0,NA,60,9.211 Mbps,211.257 Kbps,210.568 Kbps,216.576 Kbps,269.618 Kbps,-80,0 / 47088,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,90.0,NA,60,9.21 Mbps,248.117 Kbps,247.919 Kbps,254.993 Kbps,278.789 Kbps,-81,0 / 47119,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-TX,95.0,NA,60,9.211 Mbps,251.253 Kbps,250.893 Kbps,258.051 Kbps,281.229 Kbps,-80,0 / 47283,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,0,NA,60,7.216 Mbps,3.656 Mbps,3.656 Mbps,3.76 Mbps,3.982 Mbps,-33,32 / 19014,0.168,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,5.0,NA,60,8.142 Mbps,3.973 Mbps,3.973 Mbps,4.086 Mbps,3.975 Mbps,-36,29 / 20614,0.141,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,10.0,NA,60,7.152 Mbps,3.631 Mbps,3.63 Mbps,3.733 Mbps,3.933 Mbps,-38,29 / 18544,0.156,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,15.0,NA,60,5.715 Mbps,3.033 Mbps,3.027 Mbps,3.113 Mbps,0 bps,-41,31 / 15499,0.2,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,20.0,NA,60,7.259 Mbps,3.625 Mbps,3.636 Mbps,3.74 Mbps,3.974 Mbps,-47,41 / 19156,0.214,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,25.0,NA,60,7.206 Mbps,3.649 Mbps,3.647 Mbps,3.752 Mbps,3.991 Mbps,-53,32 / 18983,0.169,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,30.0,NA,60,6.177 Mbps,3.23 Mbps,3.23 Mbps,3.322 Mbps,3.818 Mbps,-57,35 / 16509,0.212,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,35.0,NA,60,133.24 Kbps,0 bps,0 bps,0 bps,0 bps,-61,112 / 107,104.673,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,40.0,NA,60,196.256 Kbps,0 bps,0 bps,0 bps,0 bps,-65,29 / 61,47.541,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,UDP,DUT-RX,45.0,NA,60,203.633 Kbps,0 bps,0 bps,0 bps,0 bps,-70,0 / 32,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,0,NA,60,0 bps,0 bps,0 bps,0 bps,0 bps,-33,0 / 34,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,5.0,NA,60,9.361 Mbps,5.613 Mbps,5.636 Mbps,5.642 Mbps,2.294 Mbps,-36,0 / 35576,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,10.0,NA,60,7.723 Mbps,3.336 Mbps,4.25 Mbps,4.255 Mbps,0 bps,-38,0 / 42031,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,15.0,NA,60,7.677 Mbps,3.77 Mbps,4.521 Mbps,4.534 Mbps,7.052 Mbps,-42,0 / 44149,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,20.0,NA,60,7.57 Mbps,3.222 Mbps,4.105 Mbps,4.11 Mbps,1.221 Mbps,-48,0 / 40798,0,5.5 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,25.0,NA,60,7.802 Mbps,3.383 Mbps,4.309 Mbps,4.313 Mbps,0 bps,-53,0 / 41689,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,30.0,NA,60,7.751 Mbps,3.368 Mbps,4.289 Mbps,4.294 Mbps,0 bps,-57,0 / 41716,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,35.0,NA,60,7.683 Mbps,3.474 Mbps,4.184 Mbps,4.188 Mbps,0 bps,-63,0 / 41873,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,40.0,NA,60,8.088 Mbps,3.821 Mbps,4.606 Mbps,4.611 Mbps,0 bps,-67,0 / 43350,0,5.5 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,45.0,NA,60,4.716 Mbps,3.677 Mbps,3.665 Mbps,3.709 Mbps,3.835 Mbps,-72,0 / 19604,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,50.0,NA,60,9.128 Mbps,6.036 Mbps,6.038 Mbps,6.116 Mbps,6.103 Mbps,-77,0 / 32252,0,5.5 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,55.0,NA,60,8.321 Mbps,6.027 Mbps,6.033 Mbps,6.079 Mbps,6.006 Mbps,-79,0 / 31583,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,60.0,NA,60,8.294 Mbps,4.508 Mbps,4.503 Mbps,4.59 Mbps,0 bps,-79,0 / 34023,0,5.5 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,65.0,NA,60,757.914 Kbps,779.373 Kbps,768.949 Kbps,772.776 Kbps,1.214 Mbps,-80,0 / 4234,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,70.0,NA,60,407.643 Kbps,184.55 Kbps,184.254 Kbps,186.186 Kbps,279.786 Kbps,-80,0 / 1369,0,1 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,75.0,NA,60,104.911 Kbps,31.667 Kbps,29.447 Kbps,29.476 Kbps,0 bps,-83,0 / 421,0,1 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,80.0,NA,60,211.329 Kbps,44.193 Kbps,43.706 Kbps,43.742 Kbps,0 bps,0,0 / 571,0,0 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,85.0,NA,60,307.871 Kbps,184.479 Kbps,183.519 Kbps,185.048 Kbps,222.093 Kbps,-81,0 / 1141,0,1 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,90.0,NA,60,280.436 Kbps,131.725 Kbps,130.55 Kbps,132.056 Kbps,279.786 Kbps,-80,0 / 1097,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-TX,95.0,NA,60,238.632 Kbps,45.548 Kbps,43.904 Kbps,43.94 Kbps,0 bps,0,0 / 623,0,0 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,0,NA,60,3.562 Mbps,3.56 Mbps,3.562 Mbps,3.578 Mbps,3.574 Mbps,-34,0 / 18510,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,5.0,NA,60,3.556 Mbps,3.532 Mbps,3.541 Mbps,3.557 Mbps,3.566 Mbps,-37,1 / 18951,0.005,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,10.0,NA,60,3.568 Mbps,3.537 Mbps,3.54 Mbps,3.556 Mbps,3.529 Mbps,-42,1 / 18345,0.005,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,15.0,NA,60,3.488 Mbps,3.495 Mbps,3.494 Mbps,3.51 Mbps,3.538 Mbps,-43,0 / 18389,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,20.0,NA,60,3.552 Mbps,3.556 Mbps,3.557 Mbps,3.572 Mbps,3.627 Mbps,-49,1 / 18728,0.005,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,25.0,NA,60,3.303 Mbps,3.294 Mbps,3.302 Mbps,3.318 Mbps,3.585 Mbps,-53,10 / 17005,0.059,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,30.0,NA,60,3.192 Mbps,3.196 Mbps,3.198 Mbps,3.213 Mbps,2.962 Mbps,-59,11 / 16850,0.065,5.5 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,35.0,NA,60,3.215 Mbps,3.216 Mbps,3.217 Mbps,3.232 Mbps,3.571 Mbps,-64,11 / 16699,0.066,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,40.0,NA,60,3.61 Mbps,3.592 Mbps,3.594 Mbps,3.61 Mbps,3.562 Mbps,-68,0 / 18906,0,11 Mbps,11 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,45.0,NA,60,2.325 Mbps,2.299 Mbps,2.296 Mbps,2.305 Mbps,3.391 Mbps,-73,20 / 11946,0.167,11 Mbps,2 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,50.0,NA,60,2.761 Mbps,2.728 Mbps,2.734 Mbps,2.744 Mbps,2.628 Mbps,-77,1 / 14537,0.007,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,55.0,NA,60,2.348 Mbps,2.362 Mbps,2.352 Mbps,2.363 Mbps,2.263 Mbps,-79,0 / 12570,0,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,60.0,NA,60,1.808 Mbps,1.82 Mbps,1.815 Mbps,1.826 Mbps,1.511 Mbps,-81,39 / 9396,0.415,11 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,65.0,NA,60,2.034 Mbps,1.067 Mbps,1.053 Mbps,1.072 Mbps,139.893 Kbps,-81,111 / 5780,1.92,1 Mbps,1 Mbps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,70.0,NA,60,1.056 Mbps,226.528 Kbps,211.448 Kbps,211.636 Kbps,0 bps,0,63 / 1890,3.333,0 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,75.0,NA,60,25.383 Kbps,27.227 Kbps,24.414 Kbps,24.559 Kbps,0 bps,-84,26 / 163,15.951,1 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,80.0,NA,60,0 bps,22.907 Kbps,7.547 Kbps,7.807 Kbps,0 bps,0,15 / 522,2.874,0 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,85.0,NA,60,30.744 Kbps,46.443 Kbps,37.165 Kbps,37.615 Kbps,0 bps,0,2 / 234,0.855,0 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,90.0,NA,60,263.774 Kbps,268.301 Kbps,255.834 Kbps,258.961 Kbps,0 bps,0,67 / 1464,4.577,0 Mbps,0 bps,802.11b,802.11b
6,2437,WPA2,1,802.11b,20,MTU,TCP,DUT-RX,95.0,NA,60,264.209 Kbps,222.396 Kbps,215.995 Kbps,218.92 Kbps,0 bps,0,36 / 1201,2.998,0 Mbps,0 bps,802.11b,802.11b
