Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Tx-Mode-Rpt	Tx-NSS-Rpt	Tx-MCS	Tx-BW-Rpt	Rx-Mode-Rpt	Rx-NSS-Rpt	Rx-MCS	Rx-BW-Rpt	RSSI dBm	Tx-Phy-Rate	Rx-Phy-Rate
40	5200	WPA2	4	AUTO	20	1024	UDP	DUT-RX	VHT	3	8	20	4	VHT	8	20	-64 [-72, -78, -74, -68]	260.0 MBit/s VHT-MCS 8 short GI VHT-NSS 3	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	1024	TCP	DUT-TX	VHT	4	6	20	3	VHT	6	20	-68 [-72, -77, -71, -68]	260.0 MBit/s VHT-MCS 6 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	1024	TCP	DUT-RX	VHT	4	8	20	4	VHT	8	20	-68 [-72, -79, -69, -71]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	MTU	UDP	DUT-TX	VHT	4	8	20	3	VHT	8	20	-67 [-71, -79, -70, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	MTU	UDP	DUT-RX	VHT	4	8	20	4	VHT	8	20	-62 [-71, -77, -69, -68]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	MTU	TCP	DUT-TX	VHT	4	8	20	4	VHT	8	20	-66 [-69, -78, -69, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	MTU	TCP	DUT-RX	VHT	3	9	20	4	VHT	9	20	-70 [-73, -77, -73, -71]	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	4000	UDP	DUT-TX	VHT	4	8	20	3	VHT	8	20	-66 [-72, -80, -69, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	4000	UDP	DUT-RX	VHT	4	8	20	3	VHT	8	20	-61 [-71, -79, -70, -68]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	4000	TCP	DUT-TX	VHT	4	8	20	4	VHT	8	20	-63 [-68, -75, -71, -63]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	4000	TCP	DUT-RX	VHT	4	8	20	4	VHT	8	20	-64 [-67, -76, -70, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4
